/*Tiempo de exposicion:	0.24	0.3	0.42	0.6	0.9	1.2	1.5	1.8	2.1	2.4	3	4.2	6	9	12	15	18
/*Numero de Scans	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Scans Ignorados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/*Modo de Adquiquisicion	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
/*Temperatura del detector	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Posicion del Contador	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000
/*Archivo:	barridoP_0050.OMAIII	barridoP_0051.OMAIII	barridoP_0052.OMAIII	barridoP_0053.OMAIII	barridoP_0054.OMAIII	barridoP_0055.OMAIII	barridoP_0056.OMAIII	barridoP_0057.OMAIII	barridoP_0058.OMAIII	barridoP_0059.OMAIII	barridoP_0060.OMAIII	barridoP_0061.OMAIII	barridoP_0062.OMAIII	barridoP_0063.OMAIII	barridoP_0064.OMAIII	barridoP_0065.OMAIII	barridoP_0066.OMAIII
535	82.0	85.0	94.0	104.0	124.0	143.0	163.0	183.0	203.0	221.0	260.0	337.0	453.0	642.0	832.0	1018.0	1204.0
536	98.0	103.0	111.0	121.0	141.0	161.0	181.0	200.0	221.0	240.0	279.0	357.0	472.0	665.0	857.0	1045.0	1232.0
537	92.0	96.0	103.0	114.0	134.0	152.0	171.0	190.0	210.0	228.0	265.0	342.0	455.0	641.0	825.0	1009.0	1189.0
538	84.0	88.0	95.0	106.0	126.0	145.0	165.0	184.0	203.0	223.0	262.0	338.0	453.0	643.0	830.0	1017.0	1198.0
539	82.0	86.0	94.0	105.0	124.0	142.0	162.0	180.0	199.0	218.0	255.0	329.0	440.0	624.0	807.0	987.0	1165.0
540	97.0	101.0	109.0	122.0	142.0	163.0	183.0	203.0	224.0	244.0	285.0	367.0	488.0	690.0	887.0	1084.0	1281.0
541	92.0	96.0	104.0	116.0	136.0	156.0	176.0	196.0	217.0	237.0	277.0	357.0	477.0	674.0	870.0	1063.0	1255.0
542	81.0	84.0	92.0	103.0	123.0	143.0	162.0	182.0	202.0	222.0	259.0	337.0	453.0	645.0	834.0	1022.0	1208.0
543	81.0	86.0	93.0	105.0	122.0	141.0	160.0	178.0	196.0	216.0	252.0	326.0	435.0	618.0	799.0	977.0	1155.0
544	98.0	102.0	109.0	120.0	138.0	157.0	175.0	194.0	212.0	230.0	267.0	341.0	450.0	632.0	811.0	990.0	1167.0
545	93.0	96.0	103.0	115.0	134.0	153.0	171.0	191.0	210.0	228.0	266.0	340.0	454.0	640.0	824.0	1007.0	1188.0
546	80.0	84.0	92.0	104.0	123.0	143.0	162.0	181.0	201.0	221.0	258.0	336.0	452.0	643.0	832.0	1019.0	1204.0
547	82.0	85.0	93.0	104.0	122.0	141.0	159.0	177.0	196.0	214.0	251.0	323.0	432.0	613.0	793.0	970.0	1144.0
548	98.0	102.0	110.0	120.0	141.0	160.0	179.0	198.0	218.0	237.0	275.0	352.0	467.0	657.0	845.0	1031.0	1215.0
549	95.0	98.0	106.0	118.0	137.0	157.0	176.0	196.0	215.0	234.0	273.0	351.0	466.0	657.0	847.0	1035.0	1221.0
550	80.0	83.0	91.0	103.0	120.0	139.0	157.0	176.0	194.0	213.0	249.0	322.0	430.0	613.0	791.0	970.0	1146.0
551	84.0	89.0	97.0	109.0	129.0	149.0	170.0	190.0	210.0	230.0	269.0	350.0	469.0	666.0	862.0	1055.0	1247.0
552	95.0	100.0	107.0	118.0	137.0	154.0	175.0	193.0	212.0	231.0	268.0	343.0	455.0	639.0	822.0	1001.0	1182.0
553	92.0	95.0	104.0	115.0	135.0	154.0	174.0	193.0	213.0	232.0	272.0	349.0	466.0	659.0	849.0	1038.0	1225.0
554	80.0	83.0	92.0	102.0	121.0	138.0	157.0	176.0	194.0	212.0	249.0	322.0	430.0	612.0	790.0	967.0	1142.0
555	82.0	86.0	94.0	105.0	123.0	142.0	162.0	180.0	199.0	217.0	255.0	329.0	441.0	625.0	807.0	988.0	1167.0
556	95.0	99.0	107.0	119.0	139.0	159.0	179.0	199.0	219.0	239.0	278.0	356.0	475.0	670.0	865.0	1055.0	1248.0
557	95.0	98.0	107.0	118.0	137.0	157.0	175.0	196.0	215.0	234.0	273.0	349.0	464.0	654.0	844.0	1030.0	1214.0
558	81.0	86.0	94.0	106.0	125.0	145.0	164.0	183.0	203.0	221.0	260.0	338.0	454.0	645.0	833.0	1023.0	1207.0
559	83.0	86.0	94.0	105.0	124.0	143.0	161.0	180.0	198.0	218.0	254.0	330.0	441.0	625.0	808.0	987.0	1166.0
560	94.0	98.0	107.0	117.0	138.0	157.0	177.0	197.0	217.0	237.0	277.0	356.0	473.0	669.0	861.0	1055.0	1243.0
561	95.0	97.0	105.0	116.0	135.0	152.0	172.0	188.0	208.0	227.0	261.0	335.0	445.0	624.0	805.0	984.0	1159.0
562	81.0	85.0	92.0	105.0	122.0	141.0	160.0	180.0	198.0	217.0	253.0	329.0	440.0	625.0	808.0	990.0	1170.0
563	83.0	86.0	94.0	104.0	122.0	141.0	160.0	177.0	195.0	214.0	250.0	322.0	431.0	610.0	789.0	965.0	1138.0
564	99.0	104.0	111.0	121.0	141.0	160.0	179.0	198.0	218.0	235.0	275.0	349.0	462.0	648.0	832.0	1016.0	1199.0
565	90.0	93.0	101.0	111.0	129.0	148.0	166.0	184.0	203.0	220.0	256.0	328.0	436.0	615.0	791.0	965.0	1139.0
566	81.0	84.0	93.0	104.0	123.0	142.0	161.0	180.0	200.0	218.0	255.0	331.0	445.0	631.0	817.0	1001.0	1181.0
567	81.0	84.0	92.0	103.0	122.0	140.0	159.0	178.0	197.0	215.0	251.0	326.0	438.0	619.0	799.0	979.0	1160.0
568	96.0	99.0	107.0	119.0	138.0	157.0	176.0	196.0	214.0	235.0	271.0	349.0	462.0	652.0	838.0	1024.0	1207.0
569	93.0	97.0	105.0	117.0	136.0	156.0	177.0	196.0	215.0	237.0	277.0	354.0	472.0	666.0	861.0	1051.0	1240.0
570	81.0	86.0	92.0	104.0	122.0	142.0	160.0	179.0	199.0	216.0	254.0	329.0	441.0	626.0	811.0	990.0	1172.0
571	81.0	84.0	93.0	104.0	122.0	142.0	161.0	180.0	198.0	218.0	256.0	330.0	444.0	629.0	813.0	997.0	1175.0
572	94.0	97.0	105.0	116.0	134.0	152.0	171.0	190.0	208.0	225.0	262.0	335.0	443.0	624.0	801.0	978.0	1154.0
573	91.0	94.0	104.0	115.0	135.0	155.0	174.0	194.0	213.0	234.0	273.0	350.0	468.0	662.0	854.0	1043.0	1231.0
574	82.0	86.0	94.0	105.0	124.0	143.0	162.0	181.0	198.0	218.0	255.0	330.0	441.0	625.0	808.0	988.0	1166.0
575	80.0	84.0	92.0	103.0	124.0	143.0	162.0	182.0	201.0	221.0	260.0	336.0	452.0	643.0	832.0	1019.0	1204.0
576	99.0	103.0	112.0	123.0	143.0	162.0	183.0	202.0	221.0	240.0	279.0	356.0	472.0	663.0	852.0	1040.0	1225.0
577	92.0	96.0	103.0	114.0	132.0	151.0	170.0	188.0	206.0	225.0	262.0	335.0	444.0	625.0	805.0	983.0	1159.0
578	82.0	86.0	93.0	106.0	125.0	144.0	165.0	184.0	203.0	223.0	262.0	341.0	456.0	649.0	841.0	1029.0	1217.0
579	83.0	86.0	93.0	106.0	124.0	142.0	161.0	181.0	199.0	218.0	255.0	331.0	441.0	626.0	809.0	990.0	1170.0
580	96.0	101.0	108.0	120.0	140.0	159.0	179.0	199.0	217.0	236.0	275.0	352.0	467.0	658.0	847.0	1035.0	1221.0
581	90.0	95.0	101.0	112.0	131.0	149.0	168.0	185.0	203.0	222.0	257.0	331.0	438.0	618.0	795.0	971.0	1145.0
582	78.0	82.0	90.0	101.0	120.0	139.0	159.0	177.0	196.0	214.0	252.0	326.0	439.0	625.0	809.0	990.0	1171.0
583	84.0	88.0	97.0	109.0	130.0	151.0	172.0	194.0	214.0	235.0	276.0	360.0	485.0	691.0	895.0	1098.0	1296.0
584	96.0	100.0	107.0	118.0	136.0	156.0	175.0	193.0	212.0	231.0	268.0	341.0	452.0	636.0	818.0	999.0	1177.0
585	90.0	93.0	101.0	113.0	132.0	150.0	170.0	190.0	208.0	227.0	266.0	343.0	455.0	643.0	831.0	1015.0	1197.0
586	81.0	85.0	93.0	104.0	123.0	141.0	160.0	180.0	199.0	217.0	254.0	330.0	441.0	627.0	811.0	992.0	1172.0
587	81.0	85.0	92.0	104.0	123.0	142.0	161.0	181.0	199.0	219.0	257.0	332.0	445.0	634.0	819.0	1004.0	1186.0
588	94.0	98.0	105.0	116.0	134.0	153.0	171.0	190.0	208.0	228.0	264.0	337.0	446.0	628.0	809.0	987.0	1162.0
589	94.0	99.0	106.0	118.0	138.0	157.0	177.0	196.0	215.0	235.0	274.0	352.0	466.0	658.0	848.0	1036.0	1222.0
590	81.0	84.0	93.0	102.0	121.0	139.0	157.0	175.0	194.0	211.0	247.0	319.0	426.0	604.0	781.0	956.0	1128.0
591	83.0	86.0	94.0	106.0	126.0	144.0	165.0	183.0	201.0	220.0	258.0	337.0	452.0	641.0	824.0	1013.0	1196.0
592	98.0	102.0	110.0	121.0	139.0	156.0	176.0	194.0	212.0	232.0	267.0	340.0	449.0	630.0	810.0	989.0	1166.0
593	88.0	92.0	100.0	110.0	129.0	147.0	165.0	184.0	201.0	219.0	255.0	327.0	436.0	614.0	790.0	966.0	1140.0
594	82.0	86.0	92.0	105.0	123.0	142.0	162.0	181.0	199.0	219.0	256.0	331.0	444.0	631.0	816.0	998.0	1180.0
595	83.0	86.0	95.0	106.0	125.0	145.0	164.0	184.0	203.0	221.0	260.0	337.0	451.0	641.0	829.0	1016.0	1200.0
596	94.0	97.0	105.0	115.0	134.0	151.0	171.0	187.0	206.0	224.0	261.0	332.0	439.0	618.0	796.0	971.0	1144.0
597	89.0	94.0	101.0	113.0	132.0	149.0	170.0	188.0	207.0	225.0	263.0	337.0	449.0	633.0	816.0	996.0	1175.0
598	79.0	83.0	91.0	102.0	120.0	138.0	159.0	176.0	195.0	213.0	250.0	324.0	434.0	615.0	794.0	973.0	1149.0
599	81.0	85.0	93.0	105.0	125.0	144.0	165.0	185.0	205.0	224.0	264.0	343.0	460.0	655.0	847.0	1039.0	1229.0
600	101.0	104.0	112.0	124.0	143.0	163.0	183.0	201.0	221.0	241.0	279.0	357.0	473.0	663.0	853.0	1037.0	1223.0
601	90.0	94.0	101.0	111.0	131.0	149.0	168.0	187.0	206.0	224.0	260.0	336.0	445.0	629.0	811.0	989.0	1167.0
602	81.0	85.0	93.0	103.0	123.0	141.0	161.0	178.0	198.0	217.0	254.0	329.0	440.0	627.0	810.0	991.0	1173.0
603	82.0	86.0	95.0	106.0	127.0	147.0	168.0	188.0	209.0	230.0	270.0	352.0	473.0	671.0	872.0	1069.0	1263.0
604	96.0	100.0	106.0	118.0	136.0	155.0	173.0	191.0	209.0	227.0	263.0	336.0	445.0	623.0	800.0	975.0	1151.0
605	91.0	94.0	102.0	113.0	130.0	149.0	168.0	185.0	205.0	222.0	259.0	332.0	441.0	621.0	799.0	977.0	1152.0
606	82.0	87.0	94.0	106.0	126.0	146.0	166.0	186.0	204.0	224.0	263.0	340.0	457.0	649.0	839.0	1027.0	1215.0
607	79.0	83.0	90.0	100.0	119.0	137.0	156.0	174.0	191.0	212.0	247.0	321.0	429.0	609.0	789.0	966.0	1141.0
608	98.0	101.0	110.0	120.0	139.0	158.0	177.0	197.0	216.0	234.0	272.0	348.0	459.0	646.0	832.0	1013.0	1195.0
609	92.0	96.0	104.0	116.0	136.0	155.0	175.0	195.0	214.0	234.0	274.0	353.0	470.0	664.0	858.0	1049.0	1239.0
610	82.0	85.0	93.0	104.0	124.0	144.0	162.0	182.0	201.0	222.0	260.0	336.0	452.0	643.0	831.0	1020.0	1203.0
611	82.0	85.0	92.0	104.0	123.0	142.0	161.0	179.0	199.0	218.0	255.0	331.0	442.0	628.0	813.0	995.0	1175.0
612	96.0	101.0	108.0	119.0	138.0	156.0	177.0	196.0	215.0	235.0	272.0	349.0	463.0	651.0	838.0	1023.0	1206.0
613	93.0	96.0	104.0	117.0	136.0	157.0	176.0	196.0	215.0	235.0	273.0	353.0	470.0	664.0	856.0	1046.0	1235.0
614	80.0	84.0	91.0	104.0	123.0	141.0	161.0	181.0	200.0	220.0	258.0	336.0	452.0	644.0	832.0	1021.0	1208.0
615	81.0	85.0	93.0	105.0	124.0	144.0	165.0	185.0	205.0	226.0	264.0	344.0	462.0	659.0	853.0	1048.0	1238.0
616	96.0	101.0	107.0	119.0	139.0	156.0	175.0	195.0	213.0	233.0	270.0	344.0	456.0	642.0	827.0	1009.0	1187.0
617	93.0	97.0	104.0	115.0	135.0	155.0	174.0	193.0	212.0	230.0	269.0	344.0	458.0	646.0	832.0	1018.0	1199.0
618	81.0	84.0	92.0	103.0	122.0	140.0	159.0	177.0	195.0	214.0	251.0	324.0	435.0	618.0	799.0	979.0	1155.0
619	81.0	85.0	92.0	103.0	122.0	141.0	160.0	178.0	195.0	215.0	251.0	325.0	436.0	617.0	799.0	978.0	1156.0
620	97.0	101.0	109.0	120.0	138.0	157.0	175.0	194.0	213.0	233.0	271.0	345.0	457.0	642.0	826.0	1009.0	1188.0
621	93.0	97.0	106.0	116.0	137.0	158.0	179.0	199.0	219.0	239.0	279.0	361.0	482.0	683.0	882.0	1078.0	1271.0
622	81.0	85.0	92.0	104.0	122.0	141.0	160.0	180.0	198.0	217.0	255.0	329.0	441.0	626.0	808.0	990.0	1168.0
623	83.0	87.0	95.0	105.0	125.0	143.0	162.0	180.0	198.0	217.0	254.0	328.0	438.0	621.0	801.0	981.0	1159.0
624	98.0	102.0	109.0	123.0	143.0	163.0	184.0	206.0	225.0	245.0	287.0	369.0	491.0	692.0	894.0	1093.0	1291.0
625	92.0	96.0	103.0	115.0	135.0	153.0	174.0	194.0	213.0	233.0	271.0	349.0	465.0	658.0	849.0	1037.0	1224.0
626	81.0	85.0	94.0	105.0	124.0	144.0	164.0	184.0	202.0	222.0	261.0	340.0	454.0	646.0	837.0	1025.0	1212.0
627	79.0	83.0	91.0	102.0	121.0	141.0	160.0	178.0	199.0	216.0	254.0	331.0	443.0	630.0	816.0	1001.0	1182.0
628	97.0	100.0	107.0	119.0	138.0	157.0	176.0	194.0	214.0	234.0	271.0	345.0	459.0	646.0	829.0	1013.0	1194.0
629	89.0	93.0	100.0	112.0	130.0	150.0	169.0	188.0	208.0	227.0	265.0	342.0	456.0	645.0	832.0	1018.0	1201.0
630	79.0	83.0	91.0	102.0	120.0	139.0	158.0	177.0	195.0	215.0	250.0	326.0	436.0	620.0	803.0	984.0	1161.0
631	81.0	86.0	94.0	103.0	122.0	141.0	161.0	179.0	198.0	217.0	254.0	330.0	440.0	625.0	808.0	990.0	1169.0
632	97.0	102.0	110.0	121.0	142.0	161.0	182.0	202.0	221.0	241.0	281.0	360.0	478.0	673.0	866.0	1058.0	1248.0
633	89.0	93.0	100.0	112.0	130.0	149.0	168.0	186.0	204.0	224.0	261.0	335.0	445.0	628.0	807.0	989.0	1167.0
634	81.0	86.0	92.0	103.0	122.0	141.0	160.0	178.0	195.0	214.0	252.0	325.0	436.0	618.0	798.0	979.0	1155.0
635	79.0	83.0	90.0	101.0	118.0	137.0	155.0	173.0	191.0	209.0	246.0	317.0	425.0	603.0	779.0	954.0	1127.0
636	98.0	100.0	109.0	122.0	142.0	162.0	184.0	204.0	225.0	245.0	286.0	370.0	492.0	695.0	895.0	1093.0	1289.0
637	92.0	96.0	104.0	115.0	134.0	153.0	172.0	191.0	210.0	229.0	267.0	344.0	456.0	644.0	829.0	1014.0	1196.0
638	82.0	86.0	93.0	104.0	123.0	141.0	159.0	178.0	196.0	215.0	251.0	324.0	434.0	615.0	795.0	972.0	1148.0
639	80.0	84.0	92.0	103.0	122.0	141.0	161.0	180.0	199.0	218.0	256.0	333.0	448.0	636.0	826.0	1011.0	1195.0
640	96.0	99.0	107.0	118.0	136.0	155.0	175.0	194.0	212.0	230.0	268.0	343.0	454.0	638.0	821.0	1003.0	1182.0
641	92.0	95.0	102.0	114.0	133.0	151.0	171.0	189.0	208.0	227.0	265.0	339.0	450.0	635.0	817.0	999.0	1178.0
642	79.0	83.0	91.0	102.0	120.0	138.0	157.0	175.0	192.0	210.0	248.0	321.0	429.0	608.0	787.0	963.0	1138.0
643	80.0	85.0	91.0	102.0	121.0	140.0	160.0	177.0	196.0	214.0	252.0	326.0	436.0	620.0	803.0	983.0	1162.0
644	97.0	102.0	108.0	119.0	140.0	158.0	177.0	196.0	215.0	233.0	271.0	346.0	459.0	643.0	826.0	1008.0	1186.0
645	91.0	95.0	103.0	116.0	136.0	154.0	175.0	195.0	215.0	234.0	272.0	352.0	469.0	663.0	856.0	1046.0	1235.0
646	80.0	85.0	93.0	104.0	123.0	143.0	163.0	183.0	202.0	222.0	259.0	336.0	450.0	641.0	828.0	1015.0	1198.0
647	81.0	85.0	92.0	103.0	122.0	140.0	159.0	177.0	194.0	213.0	250.0	323.0	432.0	613.0	792.0	969.0	1145.0
648	100.0	104.0	111.0	123.0	142.0	162.0	181.0	200.0	219.0	238.0	277.0	354.0	468.0	657.0	844.0	1031.0	1214.0
649	91.0	95.0	102.0	113.0	131.0	149.0	169.0	186.0	204.0	222.0	260.0	331.0	441.0	621.0	800.0	976.0	1152.0
650	88.0	91.0	99.0	111.0	129.0	149.0	170.0	189.0	209.0	228.0	267.0	345.0	461.0	653.0	845.0	1034.0	1223.0
651	76.0	80.0	90.0	101.0	120.0	139.0	159.0	180.0	199.0	220.0	259.0	337.0	453.0	646.0	838.0	1026.0	1215.0
652	99.0	103.0	111.0	123.0	143.0	164.0	183.0	203.0	224.0	243.0	283.0	363.0	482.0	680.0	873.0	1067.0	1260.0
653	92.0	96.0	103.0	115.0	133.0	153.0	172.0	191.0	209.0	230.0	268.0	343.0	457.0	645.0	830.0	1014.0	1196.0
654	93.0	101.0	113.0	133.0	167.0	201.0	234.0	268.0	301.0	334.0	401.0	533.0	729.0	1052.0	1370.0	1681.0	1988.0
655	78.0	83.0	89.0	100.0	118.0	137.0	156.0	175.0	193.0	211.0	249.0	322.0	430.0	613.0	791.0	970.0	1144.0
656	98.0	103.0	111.0	123.0	142.0	161.0	181.0	200.0	219.0	240.0	278.0	355.0	471.0	663.0	852.0	1041.0	1228.0
657	88.0	93.0	101.0	111.0	130.0	147.0	166.0	184.0	204.0	222.0	258.0	332.0	441.0	623.0	802.0	981.0	1158.0
658	85.0	88.0	97.0	108.0	127.0	146.0	166.0	185.0	204.0	223.0	262.0	338.0	451.0	639.0	828.0	1010.0	1195.0
659	79.0	84.0	91.0	102.0	123.0	141.0	161.0	180.0	200.0	217.0	256.0	332.0	448.0	637.0	825.0	1012.0	1193.0
660	101.0	107.0	115.0	126.0	147.0	167.0	188.0	207.0	227.0	247.0	288.0	369.0	488.0	686.0	883.0	1079.0	1271.0
661	91.0	95.0	102.0	113.0	132.0	152.0	169.0	189.0	208.0	227.0	264.0	339.0	450.0	637.0	819.0	1002.0	1182.0
662	81.0	86.0	94.0	103.0	123.0	142.0	162.0	180.0	200.0	218.0	256.0	332.0	444.0	631.0	815.0	998.0	1179.0
663	79.0	83.0	90.0	102.0	120.0	139.0	159.0	177.0	195.0	215.0	253.0	327.0	439.0	625.0	807.0	990.0	1170.0
664	99.0	103.0	110.0	122.0	140.0	160.0	178.0	196.0	216.0	233.0	271.0	345.0	457.0	641.0	823.0	1004.0	1184.0
665	88.0	92.0	100.0	110.0	128.0	147.0	165.0	183.0	202.0	220.0	257.0	329.0	436.0	616.0	794.0	971.0	1142.0
666	80.0	84.0	91.0	102.0	123.0	141.0	160.0	180.0	198.0	217.0	255.0	331.0	444.0	630.0	815.0	999.0	1180.0
667	81.0	85.0	92.0	105.0	124.0	144.0	163.0	183.0	202.0	221.0	260.0	337.0	453.0	644.0	833.0	1021.0	1207.0
668	102.0	105.0	113.0	126.0	145.0	166.0	186.0	208.0	227.0	247.0	288.0	370.0	488.0	690.0	885.0	1079.0	1268.0
669	90.0	94.0	103.0	113.0	133.0	153.0	172.0	193.0	211.0	231.0	271.0	349.0	465.0	658.0	849.0	1041.0	1226.0
670	80.0	85.0	92.0	102.0	122.0	140.0	160.0	178.0	197.0	216.0	253.0	328.0	439.0	624.0	808.0	990.0	1169.0
671	80.0	85.0	92.0	104.0	124.0	144.0	163.0	183.0	203.0	224.0	262.0	341.0	458.0	652.0	844.0	1035.0	1224.0
672	94.0	98.0	106.0	118.0	137.0	156.0	176.0	194.0	213.0	233.0	271.0	348.0	461.0	651.0	836.0	1020.0	1205.0
673	87.0	92.0	99.0	110.0	128.0	146.0	166.0	183.0	202.0	220.0	257.0	331.0	441.0	623.0	804.0	981.0	1160.0
674	81.0	83.0	92.0	104.0	124.0	142.0	162.0	181.0	200.0	220.0	258.0	336.0	450.0	639.0	827.0	1014.0	1197.0
675	84.0	89.0	96.0	108.0	128.0	147.0	167.0	188.0	207.0	227.0	266.0	345.0	463.0	658.0	851.0	1044.0	1232.0
676	93.0	96.0	104.0	114.0	132.0	151.0	169.0	187.0	205.0	222.0	260.0	331.0	438.0	617.0	793.0	969.0	1143.0
677	90.0	93.0	102.0	113.0	133.0	152.0	173.0	193.0	212.0	233.0	271.0	350.0	469.0	664.0	857.0	1049.0	1238.0
678	82.0	85.0	92.0	104.0	123.0	142.0	162.0	181.0	200.0	219.0	257.0	332.0	446.0	633.0	818.0	1002.0	1185.0
679	79.0	84.0	90.0	102.0	120.0	140.0	159.0	176.0	194.0	214.0	251.0	324.0	435.0	616.0	798.0	978.0	1155.0
680	95.0	99.0	106.0	117.0	135.0	154.0	172.0	191.0	207.0	227.0	263.0	336.0	444.0	624.0	800.0	978.0	1151.0
681	91.0	95.0	102.0	112.0	131.0	149.0	168.0	187.0	205.0	223.0	260.0	332.0	442.0	622.0	802.0	979.0	1154.0
682	80.0	84.0	90.0	101.0	121.0	138.0	158.0	176.0	194.0	213.0	249.0	324.0	434.0	615.0	797.0	976.0	1153.0
683	81.0	85.0	93.0	105.0	124.0	144.0	164.0	183.0	203.0	222.0	262.0	339.0	456.0	649.0	839.0	1027.0	1217.0
684	95.0	101.0	107.0	118.0	136.0	154.0	172.0	191.0	210.0	227.0	265.0	336.0	445.0	626.0	803.0	979.0	1153.0
685	88.0	91.0	100.0	110.0	129.0	147.0	166.0	183.0	203.0	220.0	257.0	331.0	440.0	622.0	803.0	980.0	1157.0
686	81.0	84.0	91.0	102.0	120.0	140.0	160.0	178.0	195.0	215.0	252.0	326.0	437.0	619.0	803.0	982.0	1160.0
687	83.0	87.0	95.0	107.0	127.0	148.0	169.0	188.0	208.0	229.0	270.0	349.0	469.0	667.0	864.0	1059.0	1252.0
688	96.0	100.0	108.0	119.0	139.0	158.0	179.0	198.0	217.0	237.0	275.0	353.0	469.0	661.0	851.0	1038.0	1227.0
689	90.0	94.0	102.0	115.0	135.0	156.0	177.0	197.0	217.0	237.0	279.0	360.0	483.0	684.0	884.0	1083.0	1281.0
690	81.0	84.0	92.0	103.0	122.0	141.0	161.0	179.0	198.0	217.0	254.0	330.0	443.0	628.0	812.0	994.0	1175.0
691	85.0	88.0	97.0	109.0	130.0	151.0	172.0	193.0	213.0	234.0	275.0	361.0	484.0	690.0	893.0	1095.0	1286.0
692	95.0	99.0	107.0	119.0	138.0	157.0	175.0	194.0	212.0	232.0	270.0	345.0	456.0	642.0	826.0	1008.0	1187.0
693	91.0	95.0	103.0	115.0	134.0	154.0	175.0	195.0	215.0	234.0	274.0	353.0	472.0	667.0	860.0	1050.0	1242.0
694	81.0	85.0	93.0	105.0	123.0	143.0	162.0	182.0	201.0	220.0	258.0	335.0	451.0	641.0	829.0	1016.0	1201.0
695	80.0	83.0	90.0	102.0	120.0	139.0	158.0	176.0	194.0	212.0	250.0	323.0	433.0	615.0	794.0	972.0	1149.0
696	101.0	106.0	114.0	126.0	146.0	168.0	188.0	209.0	229.0	250.0	291.0	374.0	498.0	700.0	902.0	1103.0	1299.0
697	89.0	93.0	100.0	112.0	132.0	151.0	171.0	190.0	209.0	230.0	268.0	346.0	462.0	654.0	845.0	1033.0	1219.0
698	85.0	89.0	96.0	108.0	127.0	147.0	166.0	186.0	205.0	224.0	262.0	339.0	453.0	643.0	832.0	1016.0	1202.0
699	82.0	86.0	94.0	104.0	125.0	145.0	163.0	182.0	202.0	220.0	259.0	336.0	451.0	639.0	827.0	1014.0	1196.0
700	98.0	101.0	110.0	119.0	140.0	159.0	178.0	196.0	213.0	234.0	271.0	347.0	459.0	645.0	829.0	1011.0	1193.0
701	88.0	92.0	100.0	110.0	130.0	150.0	169.0	188.0	208.0	227.0	265.0	342.0	455.0	645.0	832.0	1017.0	1200.0
702	84.0	88.0	96.0	108.0	127.0	147.0	168.0	188.0	207.0	227.0	266.0	346.0	464.0	658.0	851.0	1042.0	1230.0
703	82.0	86.0	94.0	106.0	127.0	147.0	167.0	188.0	208.0	228.0	268.0	350.0	469.0	666.0	863.0	1057.0	1250.0
704	96.0	101.0	109.0	119.0	138.0	157.0	176.0	194.0	214.0	232.0	270.0	345.0	454.0	639.0	822.0	1002.0	1181.0
705	88.0	92.0	100.0	111.0	130.0	149.0	169.0	187.0	206.0	224.0	262.0	338.0	449.0	634.0	819.0	1002.0	1182.0
706	82.0	85.0	92.0	103.0	121.0	140.0	159.0	176.0	195.0	214.0	250.0	324.0	433.0	614.0	791.0	971.0	1147.0
707	81.0	86.0	94.0	105.0	125.0	145.0	165.0	183.0	203.0	223.0	262.0	339.0	456.0	647.0	837.0	1024.0	1212.0
708	96.0	100.0	109.0	120.0	140.0	159.0	179.0	199.0	219.0	238.0	278.0	356.0	473.0	667.0	860.0	1050.0	1237.0
709	91.0	95.0	103.0	114.0	132.0	152.0	171.0	189.0	208.0	227.0	265.0	340.0	452.0	638.0	822.0	1004.0	1184.0
710	82.0	86.0	93.0	105.0	122.0	142.0	160.0	178.0	197.0	216.0	253.0	327.0	436.0	619.0	801.0	980.0	1156.0
711	81.0	84.0	93.0	104.0	123.0	142.0	161.0	180.0	198.0	218.0	256.0	332.0	445.0	633.0	817.0	1001.0	1183.0
712	98.0	102.0	110.0	122.0	143.0	161.0	181.0	201.0	220.0	240.0	278.0	356.0	473.0	664.0	856.0	1044.0	1232.0
713	88.0	91.0	99.0	110.0	129.0	149.0	167.0	187.0	206.0	225.0	263.0	340.0	453.0	641.0	828.0	1013.0	1195.0
714	85.0	88.0	96.0	108.0	128.0	146.0	166.0	185.0	203.0	224.0	262.0	340.0	454.0	644.0	832.0	1020.0	1203.0
715	82.0	85.0	93.0	104.0	124.0	143.0	163.0	180.0	200.0	218.0	257.0	333.0	445.0	633.0	818.0	1004.0	1186.0
716	97.0	100.0	107.0	118.0	139.0	157.0	178.0	196.0	215.0	234.0	273.0	349.0	463.0	652.0	838.0	1023.0	1207.0
717	93.0	96.0	104.0	115.0	134.0	153.0	171.0	191.0	210.0	228.0	266.0	341.0	453.0	640.0	823.0	1005.0	1186.0
718	80.0	82.0	91.0	102.0	120.0	139.0	158.0	177.0	195.0	215.0	251.0	325.0	435.0	619.0	801.0	979.0	1156.0
719	84.0	88.0	95.0	107.0	126.0	144.0	163.0	182.0	201.0	221.0	258.0	334.0	446.0	631.0	815.0	998.0	1179.0
720	95.0	98.0	105.0	116.0	136.0	155.0	173.0	192.0	210.0	228.0	264.0	339.0	451.0	633.0	814.0	991.0	1169.0
